InstrumentName,Date,Yield
ICE_Bofa_US_HighYield,2021-10-06,4.34
ICE_Bofa_US_HighYield,2021-10-07,4.28
ICE_Bofa_US_HighYield,2021-10-08,4.32
ICE_Bofa_US_HighYield,2021-10-11,4.31
ICE_Bofa_US_HighYield,2021-10-12,4.40
ICE_Bofa_US_HighYield,2021-10-13,4.37
ICE_Bofa_US_HighYield,2021-10-14,4.27
ICE_Bofa_US_HighYield,2021-10-15,4.27
ICE_Bofa_US_HighYield,2021-10-18,4.29
ICE_Bofa_US_HighYield,2021-10-19,4.27
ICE_Bofa_US_HighYield,2021-10-20,4.25
ICE_Bofa_US_HighYield,2021-10-21,4.26
ICE_Bofa_US_HighYield,2021-10-22,4.30
ICE_Bofa_US_HighYield,2021-10-25,4.31
ICE_Bofa_US_HighYield,2021-10-26,4.28
ICE_Bofa_US_HighYield,2021-10-27,4.26
ICE_Bofa_US_HighYield,2021-10-28,4.26
ICE_Bofa_US_HighYield,2021-10-29,4.27
ICE_Bofa_US_HighYield,2021-10-31,4.36
ICE_Bofa_US_HighYield,2021-11-01,4.38
ICE_Bofa_US_HighYield,2021-11-02,4.39
ICE_Bofa_US_HighYield,2021-11-03,4.39
ICE_Bofa_US_HighYield,2021-11-04,4.33
ICE_Bofa_US_HighYield,2021-11-05,4.21
ICE_Bofa_US_HighYield,2021-11-08,4.17
ICE_Bofa_US_HighYield,2021-11-09,4.17
ICE_Bofa_US_HighYield,2021-11-10,4.27
ICE_Bofa_US_HighYield,2021-11-11,4.27
ICE_Bofa_US_HighYield,2021-11-12,4.32
ICE_Bofa_US_HighYield,2021-11-15,4.36
ICE_Bofa_US_HighYield,2021-11-16,4.39
ICE_Bofa_US_HighYield,2021-11-17,4.41
ICE_Bofa_US_HighYield,2021-11-18,4.42
ICE_Bofa_US_HighYield,2021-11-19,4.44
ICE_Bofa_US_HighYield,2021-11-22,4.47
ICE_Bofa_US_HighYield,2021-11-23,4.60
ICE_Bofa_US_HighYield,2021-11-24,4.64
ICE_Bofa_US_HighYield,2021-11-25,4.64
ICE_Bofa_US_HighYield,2021-11-26,4.80
ICE_Bofa_US_HighYield,2021-11-29,4.71
ICE_Bofa_US_HighYield,2021-11-30,4.82
ICE_Bofa_US_HighYield,2021-12-01,4.73
ICE_Bofa_US_HighYield,2021-12-02,4.74
ICE_Bofa_US_HighYield,2021-12-03,4.67
ICE_Bofa_US_HighYield,2021-12-06,4.61
ICE_Bofa_US_HighYield,2021-12-07,4.39
ICE_Bofa_US_HighYield,2021-12-08,4.47
ICE_Bofa_US_HighYield,2021-12-09,4.50
ICE_Bofa_US_HighYield,2021-12-10,4.53
ICE_Bofa_US_HighYield,2021-12-13,4.52
ICE_Bofa_US_HighYield,2021-12-14,4.57
ICE_Bofa_US_HighYield,2021-12-15,4.57
ICE_Bofa_US_HighYield,2021-12-16,4.49
ICE_Bofa_US_HighYield,2021-12-17,4.53
ICE_Bofa_US_HighYield,2021-12-20,4.58
ICE_Bofa_US_HighYield,2021-12-21,4.49
ICE_Bofa_US_HighYield,2021-12-22,4.42
ICE_Bofa_US_HighYield,2021-12-23,4.36
ICE_Bofa_US_HighYield,2021-12-27,4.26
ICE_Bofa_US_HighYield,2021-12-28,4.26
ICE_Bofa_US_HighYield,2021-12-29,4.30
ICE_Bofa_US_HighYield,2021-12-30,4.34
ICE_Bofa_US_HighYield,2021-12-31,4.35
ICE_Bofa_US_HighYield,2022-01-03,4.42
ICE_Bofa_US_HighYield,2022-01-04,4.46
ICE_Bofa_US_HighYield,2022-01-05,4.50
ICE_Bofa_US_HighYield,2022-01-06,4.62
ICE_Bofa_US_HighYield,2022-01-07,4.69
ICE_Bofa_US_HighYield,2022-01-10,4.76
ICE_Bofa_US_HighYield,2022-01-11,4.67
ICE_Bofa_US_HighYield,2022-01-12,4.54
ICE_Bofa_US_HighYield,2022-01-13,4.57
ICE_Bofa_US_HighYield,2022-01-14,4.62
ICE_Bofa_US_HighYield,2022-01-17,4.62
ICE_Bofa_US_HighYield,2022-01-18,4.74
ICE_Bofa_US_HighYield,2022-01-19,4.69
ICE_Bofa_US_HighYield,2022-01-20,4.68
ICE_Bofa_US_HighYield,2022-01-21,4.80
ICE_Bofa_US_HighYield,2022-01-24,4.93
ICE_Bofa_US_HighYield,2022-01-25,4.92
ICE_Bofa_US_HighYield,2022-01-26,4.86
ICE_Bofa_US_HighYield,2022-01-27,5.04
ICE_Bofa_US_HighYield,2022-01-28,5.19
ICE_Bofa_US_HighYield,2022-01-31,5.22
ICE_Bofa_US_HighYield,2022-02-01,5.11
ICE_Bofa_US_HighYield,2022-02-02,5.03
ICE_Bofa_US_HighYield,2022-02-03,5.14
ICE_Bofa_US_HighYield,2022-02-04,5.31
ICE_Bofa_US_HighYield,2022-02-07,5.33
ICE_Bofa_US_HighYield,2022-02-08,5.31
ICE_Bofa_US_HighYield,2022-02-09,5.22
ICE_Bofa_US_HighYield,2022-02-10,5.35
ICE_Bofa_US_HighYield,2022-02-11,5.50
ICE_Bofa_US_HighYield,2022-02-14,5.62
ICE_Bofa_US_HighYield,2022-02-15,5.58
ICE_Bofa_US_HighYield,2022-02-16,5.57
ICE_Bofa_US_HighYield,2022-02-17,5.56
ICE_Bofa_US_HighYield,2022-02-18,5.58
ICE_Bofa_US_HighYield,2022-02-21,5.58
ICE_Bofa_US_HighYield,2022-02-22,5.58
ICE_Bofa_US_HighYield,2022-02-23,5.57
ICE_Bofa_US_HighYield,2022-02-24,5.72
ICE_Bofa_US_HighYield,2022-02-25,5.48
ICE_Bofa_US_HighYield,2022-02-28,5.50
ICE_Bofa_US_HighYield,2022-03-01,5.46
ICE_Bofa_US_HighYield,2022-03-02,5.47
ICE_Bofa_US_HighYield,2022-03-03,5.46
ICE_Bofa_US_HighYield,2022-03-04,5.55
ICE_Bofa_US_HighYield,2022-03-07,5.71
ICE_Bofa_US_HighYield,2022-03-08,5.82
ICE_Bofa_US_HighYield,2022-03-09,5.81
ICE_Bofa_US_HighYield,2022-03-10,5.93
ICE_Bofa_US_HighYield,2022-03-11,5.99
ICE_Bofa_US_HighYield,2022-03-14,6.23
ICE_Bofa_US_HighYield,2022-03-15,6.28
ICE_Bofa_US_HighYield,2022-03-16,6.10
ICE_Bofa_US_HighYield,2022-03-17,5.94
ICE_Bofa_US_HighYield,2022-03-18,5.90
ICE_Bofa_US_HighYield,2022-03-21,5.95
ICE_Bofa_US_HighYield,2022-03-22,6.03
ICE_Bofa_US_HighYield,2022-03-23,6.00
ICE_Bofa_US_HighYield,2022-03-24,5.98
ICE_Bofa_US_HighYield,2022-03-25,6.00
ICE_Bofa_US_HighYield,2022-03-28,6.02
ICE_Bofa_US_HighYield,2022-03-29,5.79
ICE_Bofa_US_HighYield,2022-03-30,5.70
ICE_Bofa_US_HighYield,2022-03-31,5.79
ICE_Bofa_US_HighYield,2022-04-01,5.86
ICE_Bofa_US_HighYield,2022-04-04,5.80
ICE_Bofa_US_HighYield,2022-04-05,5.88
ICE_Bofa_US_HighYield,2022-04-06,6.10
ICE_Bofa_US_HighYield,2022-04-07,6.16
ICE_Bofa_US_HighYield,2022-04-08,6.26
ICE_Bofa_US_HighYield,2022-04-11,6.45
ICE_Bofa_US_HighYield,2022-04-12,6.37
ICE_Bofa_US_HighYield,2022-04-13,6.35
ICE_Bofa_US_HighYield,2022-04-14,6.36
ICE_Bofa_US_HighYield,2022-04-18,6.38
ICE_Bofa_US_HighYield,2022-04-19,6.40
ICE_Bofa_US_HighYield,2022-04-20,6.34
ICE_Bofa_US_HighYield,2022-04-21,6.38
ICE_Bofa_US_HighYield,2022-04-22,6.52
ICE_Bofa_US_HighYield,2022-04-25,6.59
ICE_Bofa_US_HighYield,2022-04-26,6.56
ICE_Bofa_US_HighYield,2022-04-27,6.61
ICE_Bofa_US_HighYield,2022-04-28,6.64
ICE_Bofa_US_HighYield,2022-04-29,6.77
ICE_Bofa_US_HighYield,2022-04-30,6.84
ICE_Bofa_US_HighYield,2022-05-02,7.01
ICE_Bofa_US_HighYield,2022-05-03,6.93
ICE_Bofa_US_HighYield,2022-05-04,6.96
ICE_Bofa_US_HighYield,2022-05-05,7.02
ICE_Bofa_US_HighYield,2022-05-06,7.19
ICE_Bofa_US_HighYield,2022-05-09,7.42
ICE_Bofa_US_HighYield,2022-05-10,7.40
ICE_Bofa_US_HighYield,2022-05-11,7.41
ICE_Bofa_US_HighYield,2022-05-12,7.53
ICE_Bofa_US_HighYield,2022-05-13,7.49
ICE_Bofa_US_HighYield,2022-05-16,7.50
ICE_Bofa_US_HighYield,2022-05-17,7.50
ICE_Bofa_US_HighYield,2022-05-18,7.68
ICE_Bofa_US_HighYield,2022-05-19,7.72
ICE_Bofa_US_HighYield,2022-05-20,7.67
ICE_Bofa_US_HighYield,2022-05-23,7.64
ICE_Bofa_US_HighYield,2022-05-24,7.64
ICE_Bofa_US_HighYield,2022-05-25,7.41
ICE_Bofa_US_HighYield,2022-05-26,7.05
ICE_Bofa_US_HighYield,2022-05-27,6.88
ICE_Bofa_US_HighYield,2022-05-30,6.88
ICE_Bofa_US_HighYield,2022-05-31,7.00
ICE_Bofa_US_HighYield,2022-06-01,7.03
ICE_Bofa_US_HighYield,2022-06-02,7.03
ICE_Bofa_US_HighYield,2022-06-03,7.12
ICE_Bofa_US_HighYield,2022-06-06,7.19
ICE_Bofa_US_HighYield,2022-06-07,7.28
ICE_Bofa_US_HighYield,2022-06-08,7.33
ICE_Bofa_US_HighYield,2022-06-09,7.45
ICE_Bofa_US_HighYield,2022-06-10,7.71
ICE_Bofa_US_HighYield,2022-06-13,8.29
ICE_Bofa_US_HighYield,2022-06-14,8.44
ICE_Bofa_US_HighYield,2022-06-15,8.25
ICE_Bofa_US_HighYield,2022-06-16,8.51
ICE_Bofa_US_HighYield,2022-06-17,8.45
ICE_Bofa_US_HighYield,2022-06-20,8.45
ICE_Bofa_US_HighYield,2022-06-21,8.39
ICE_Bofa_US_HighYield,2022-06-22,8.51
ICE_Bofa_US_HighYield,2022-06-23,8.48
ICE_Bofa_US_HighYield,2022-06-24,8.32
ICE_Bofa_US_HighYield,2022-06-27,8.33
ICE_Bofa_US_HighYield,2022-06-28,8.48
ICE_Bofa_US_HighYield,2022-06-29,8.74
ICE_Bofa_US_HighYield,2022-06-30,8.88
ICE_Bofa_US_HighYield,2022-07-01,8.83
ICE_Bofa_US_HighYield,2022-07-04,8.84
ICE_Bofa_US_HighYield,2022-07-05,8.84
ICE_Bofa_US_HighYield,2022-07-06,8.77
ICE_Bofa_US_HighYield,2022-07-07,8.57
ICE_Bofa_US_HighYield,2022-07-08,8.51
ICE_Bofa_US_HighYield,2022-07-11,8.49
ICE_Bofa_US_HighYield,2022-07-12,8.46
ICE_Bofa_US_HighYield,2022-07-13,8.50
ICE_Bofa_US_HighYield,2022-07-14,8.59
ICE_Bofa_US_HighYield,2022-07-15,8.44
ICE_Bofa_US_HighYield,2022-07-18,8.32
ICE_Bofa_US_HighYield,2022-07-19,8.24
ICE_Bofa_US_HighYield,2022-07-20,8.06
ICE_Bofa_US_HighYield,2022-07-21,7.99
ICE_Bofa_US_HighYield,2022-07-22,7.83
ICE_Bofa_US_HighYield,2022-07-25,7.85
ICE_Bofa_US_HighYield,2022-07-26,7.95
ICE_Bofa_US_HighYield,2022-07-27,7.89
ICE_Bofa_US_HighYield,2022-07-28,7.72
ICE_Bofa_US_HighYield,2022-07-29,7.50
ICE_Bofa_US_HighYield,2022-07-31,7.56
ICE_Bofa_US_HighYield,2022-08-01,7.51
ICE_Bofa_US_HighYield,2022-08-02,7.50
ICE_Bofa_US_HighYield,2022-08-03,7.45
ICE_Bofa_US_HighYield,2022-08-04,7.36
ICE_Bofa_US_HighYield,2022-08-05,7.44
ICE_Bofa_US_HighYield,2022-08-08,7.36
ICE_Bofa_US_HighYield,2022-08-09,7.46
ICE_Bofa_US_HighYield,2022-08-10,7.29
ICE_Bofa_US_HighYield,2022-08-11,7.24
ICE_Bofa_US_HighYield,2022-08-12,7.26
ICE_Bofa_US_HighYield,2022-08-15,7.19
ICE_Bofa_US_HighYield,2022-08-16,7.25
ICE_Bofa_US_HighYield,2022-08-17,7.40
ICE_Bofa_US_HighYield,2022-08-18,7.42
ICE_Bofa_US_HighYield,2022-08-19,7.58
ICE_Bofa_US_HighYield,2022-08-22,7.81
ICE_Bofa_US_HighYield,2022-08-23,7.87
ICE_Bofa_US_HighYield,2022-08-24,7.85
ICE_Bofa_US_HighYield,2022-08-25,7.79
ICE_Bofa_US_HighYield,2022-08-26,7.87
ICE_Bofa_US_HighYield,2022-08-29,8.06
ICE_Bofa_US_HighYield,2022-08-30,8.20
ICE_Bofa_US_HighYield,2022-08-31,8.34
ICE_Bofa_US_HighYield,2022-09-01,8.51
ICE_Bofa_US_HighYield,2022-09-02,8.39
ICE_Bofa_US_HighYield,2022-09-05,8.39
ICE_Bofa_US_HighYield,2022-09-06,8.45
ICE_Bofa_US_HighYield,2022-09-07,8.37
ICE_Bofa_US_HighYield,2022-09-08,8.23
ICE_Bofa_US_HighYield,2022-09-09,8.05
ICE_Bofa_US_HighYield,2022-09-12,7.99
ICE_Bofa_US_HighYield,2022-09-13,8.29
ICE_Bofa_US_HighYield,2022-09-14,8.35
ICE_Bofa_US_HighYield,2022-09-15,8.45
ICE_Bofa_US_HighYield,2022-09-16,8.64
ICE_Bofa_US_HighYield,2022-09-19,8.59
ICE_Bofa_US_HighYield,2022-09-20,8.65
ICE_Bofa_US_HighYield,2022-09-21,8.63
ICE_Bofa_US_HighYield,2022-09-22,8.84
ICE_Bofa_US_HighYield,2022-09-23,9.09
ICE_Bofa_US_HighYield,2022-09-26,9.33
ICE_Bofa_US_HighYield,2022-09-27,9.43
ICE_Bofa_US_HighYield,2022-09-28,9.35
ICE_Bofa_US_HighYield,2022-09-29,9.50
ICE_Bofa_US_HighYield,2022-09-30,9.50
ICE_Bofa_US_HighYield,2022-10-03,9.37
ICE_Bofa_US_HighYield,2022-10-04,9.02
ICE_Bofa_US_HighYield,2022-10-05,9.09
ICE_Bofa_US_HighYield,2022-10-06,9.03
ICE_Bofa_US_HighYield,2022-10-07,9.17
ICE_Bofa_US_HighYield,2022-10-10,9.18
ICE_Bofa_US_HighYield,2022-10-11,9.42
ICE_Bofa_US_HighYield,2022-10-12,9.44
ICE_Bofa_US_HighYield,2022-10-13,9.50
ICE_Bofa_US_HighYield,2022-10-14,9.43
ICE_Bofa_US_HighYield,2022-10-17,9.31
ICE_Bofa_US_HighYield,2022-10-18,9.18
ICE_Bofa_US_HighYield,2022-10-19,9.32
ICE_Bofa_US_HighYield,2022-10-20,9.33
ICE_Bofa_US_HighYield,2022-10-21,9.36
ICE_Bofa_US_HighYield,2022-10-24,9.29
ICE_Bofa_US_HighYield,2022-10-25,9.13
ICE_Bofa_US_HighYield,2022-10-26,9.01
ICE_Bofa_US_HighYield,2022-10-27,8.87
ICE_Bofa_US_HighYield,2022-10-28,8.73
ICE_Bofa_US_HighYield,2022-10-31,8.92
ICE_Bofa_US_HighYield,2022-11-01,8.91
ICE_Bofa_US_HighYield,2022-11-02,8.95
ICE_Bofa_US_HighYield,2022-11-03,9.22
ICE_Bofa_US_HighYield,2022-11-04,9.17
ICE_Bofa_US_HighYield,2022-11-07,9.16
ICE_Bofa_US_HighYield,2022-11-08,9.15
ICE_Bofa_US_HighYield,2022-11-09,9.31
ICE_Bofa_US_HighYield,2022-11-10,8.82
ICE_Bofa_US_HighYield,2022-11-11,8.82
ICE_Bofa_US_HighYield,2022-11-14,8.73
ICE_Bofa_US_HighYield,2022-11-15,8.62
ICE_Bofa_US_HighYield,2022-11-16,8.63
ICE_Bofa_US_HighYield,2022-11-17,8.76
ICE_Bofa_US_HighYield,2022-11-18,8.73
ICE_Bofa_US_HighYield,2022-11-21,8.72
ICE_Bofa_US_HighYield,2022-11-22,8.61
ICE_Bofa_US_HighYield,2022-11-23,8.49
ICE_Bofa_US_HighYield,2022-11-24,8.49
ICE_Bofa_US_HighYield,2022-11-25,8.50
ICE_Bofa_US_HighYield,2022-11-28,8.60
ICE_Bofa_US_HighYield,2022-11-29,8.65
ICE_Bofa_US_HighYield,2022-11-30,8.46
ICE_Bofa_US_HighYield,2022-12-01,8.26
ICE_Bofa_US_HighYield,2022-12-02,8.27
ICE_Bofa_US_HighYield,2022-12-05,8.34
ICE_Bofa_US_HighYield,2022-12-06,8.42
ICE_Bofa_US_HighYield,2022-12-07,8.42
ICE_Bofa_US_HighYield,2022-12-08,8.36
ICE_Bofa_US_HighYield,2022-12-09,8.33
ICE_Bofa_US_HighYield,2022-12-12,8.30
ICE_Bofa_US_HighYield,2022-12-13,8.11
ICE_Bofa_US_HighYield,2022-12-14,8.10
ICE_Bofa_US_HighYield,2022-12-15,8.27
ICE_Bofa_US_HighYield,2022-12-16,8.40
ICE_Bofa_US_HighYield,2022-12-19,8.50
ICE_Bofa_US_HighYield,2022-12-20,8.57
ICE_Bofa_US_HighYield,2022-12-21,8.43
